hotel_name,reg,state,types,cus_name,phone_no,emel,customer_rating,membership,rep_guest,prev_cancel,payment_method,card_no,resv_status,meal,assgn_room,cus_seg,room-type,adult,(child),dis_channel,price,nights,package_,gross,disc,disc_amt,sales,dep,d_s,arrival_date,depature_date,ADR,Sales Person ,pos,comm_pay,customer_review
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Devon Perry,301-222-2840,Perry_Devon@aol.com,3,Gold,0,0,Online Transfer,************1782,Check-Out,BB,A,Individual,Deluxe Room,1,2,Booking.com,650,16,960,"10,400",5%,520,"10,840",300, Refunded  ,31/08/2024,16/09/2024,88,Derek,Sales Executive,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Jacqueline Erickson,674-946-0588,JErickson89@outlook.com,3,Platinum,0,0,Online Transfer,************9834,Check-Out,BB,D,Individual,Deluxe Room,2, -   ,Agoda,650,13,520,"8,450",10%,845,"8,125",300, Refunded  ,18/08/2024,31/08/2024,95,Derek,Sales Executive,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,David Stone,876-964-0287,David_S@gmail.com,3,Platinum,0,0,Online Transfer,************4504,Check-Out,Undefined,A,Individual,Single Room,1, -   ,Booking.com,550,13,260,"7,150",10%,715,"6,695",300, Refunded  ,21/04/2024,04/05/2024,85.33,Derek,Sales Executive,15,Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Joshua Atkinson,496-264-3283,Atkinson_Joshua77@yahoo.com,5,Platinum,0,0,Cash,************8841,Check-Out,Undefined,A,Individual,Single Room,1, -   ,Direct,550,5,100,"2,750",10%,275,"2,575",300, Refunded  ,06/09/2024,11/09/2024,85.33,Kelly,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Melissa Holloway,758-240-2254,MHolloway@yahoo.com,2,Gold,0,0,Credit Card,************9223,Check-Out,Undefined,A,Family,Deluxe Room,2,1,Direct,650,10,600,"6,500",5%,325,"6,775",300, Refunded  ,28/07/2024,07/08/2024,85.33,Leo,Sales Manager,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Logan Gordon DDS,389-974-5669,Logan_DDS@hotmail.com,5,Gold,0,0,Cash,************5074,Check-Out,Undefined,C,Individual,Deluxe Room,2, -   ,Booking.com,650,1,40,650,5%,33,658,300, Refunded  ,23/08/2024,24/08/2024,85.33,Derek,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,John Anderson,716-462-9217,John_Anderson49@yahoo.com,5,Platinum,0,0,Credit Card,************7441,Check-Out,Undefined,A,Family,Studio,3, -   ,Direct,"1,650",11,660,"18,150",10%,"1,815","16,995",300, Refunded  ,14/10/2024,25/10/2024,85.33,Leo,Sales Manager,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Jonathon Pacheco,979-049-9207,Jonathon.Pacheco@yahoo.com,4,Gold,0,0,Cash,************1927,Check-Out,Undefined,A,Individual,Deluxe Room,2, -   ,Booking.com,650,2,80,"1,300",5%,65,"1,315",300, Refunded  ,27/01/2024,29/01/2024,85.33,Derek,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Timothy Richards,456-101-9068,Richards.Timothy@mail.com,2,Gold,0,0,Online Transfer,************2629,Check-Out,Undefined,A,Individual,Single Room,1,1,Booking.com,550,10,400,"5,500",5%,275,"5,625",300, Refunded  ,27/04/2024,07/05/2024,85.33,Kelly,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Dana Rodriguez,897-815-2621,Rodriguez_Dana@protonmail.com,5,Platinum,0,0,Online Transfer,************1931,Check-Out,Undefined,A,Individual,Single Room,1, -   ,Booking.com,550,9,180,"4,950",10%,495,"4,635",300, Refunded  ,03/01/2024,12/01/2024,85.33,Kelly,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Deanna Jefferson,625-918-2566,Jefferson_Deanna@aol.com,5,Gold,0,0,Cash,************9624,Check-Out,Undefined,A,Individual,Single Room,1, -   ,Agoda,550,10,200,"5,500",5%,275,"5,425",300, Refunded  ,21/07/2024,31/07/2024,85.33,Kelly,Sales Executive,15,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Terri Andrade,991-508-7142,Terri_A22@yahoo.com,2,Gold,0,0,Cash,************4555,Check-Out,Undefined,A,Individual,Deluxe Room,2, -   ,Direct,650,3,120,"1,950",5%,98,"1,973",300, Refunded  ,22/03/2024,25/03/2024,85.33,Leo,Sales Manager,20,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Amanda Neal,355-657-7001,Amanda_N@gmail.com,4,Gold,0,0,Online Transfer,************8866,Check-Out,Undefined,A,Individual,Studio,3,1,Direct,"1,650",5,400,"8,250",5%,413,"8,238",300, Refunded  ,15/09/2024,20/09/2024,85.33,Leo,Sales Manager,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Jay Shea,439-753-1333,Shea_Jay@verizon.com,3,Gold,0,0,Online Transfer,************8116,Check-Out,Undefined,A,Individual,Studio,3, -   ,Direct,"1,650",8,480,"13,200",5%,660,"13,020",300, Refunded  ,19/09/2024,27/09/2024,85.33,Leo,Sales Manager,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Alexander Rose,964-170-9346,Rose.Alexander@hotmail.com,3,Platinum,0,0,Credit Card,************3555,Check-Out,Undefined,A,Family,Studio,3, -   ,Direct,"1,650",7,420,"11,550",10%,"1,155","10,815",300, Refunded  ,03/05/2024,10/05/2024,85.33,Derek,Sales Executive,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Kelly Bentley,449-928-4281,Kelly.B@yahoo.com,4,Gold,0,0,Cash,************7840,Check-Out,Undefined,A,Individual,Single Room,1, -   ,Agoda,550,15,300,"8,250",5%,413,"8,138",300, Refunded  ,30/06/2024,15/07/2024,85.33,Derek,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Eric Flores,360-139-4158,Eric.Flores@outlook.com,3,Platinum,0,0,Credit Card,************7160,Check-Out,Undefined,A,Family,Deluxe Room,1,2,Booking.com,650,2,120,"1,300",10%,130,"1,290",300, Refunded  ,09/11/2024,11/11/2024,85.33,Kelly,Sales Executive,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Aaron Anderson,773-162-2625,Aaron.Anderson@yandex.com,4,Gold,0,0,Cash,************8905,Check-Out,Undefined,A,Individual,Deluxe Room,2, -   ,Booking.com,650,8,320,"5,200",5%,260,"5,260",300, Refunded  ,09/06/2024,17/06/2024,85.33,Derek,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Christopher Phillips,412-123-2357,Christopher_P@yahoo.com,2,Gold,0,0,Credit Card,************1314,Check-Out,Undefined,A,Individual,Single Room,1, -   ,Agoda,550,12,240,"6,600",5%,330,"6,510",300, Refunded  ,25/05/2024,06/06/2024,85.33,Kelly,Sales Executive,15,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Cynthia Wallace DVM,632-767-1276,Cynthia_DVM@zoho.com,5,Platinum,0,0,Credit Card,************4090,Check-Out,Undefined,A,Individual,Deluxe Room,2, -   ,Booking.com,650,7,280,"4,550",10%,455,"4,375",300, Refunded  ,07/06/2024,14/06/2024,85.33,Amy,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Katie Mason,743-792-1766,Mason_Katie@comcast.net,5,Gold,0,0,Credit Card,************3831,Check-Out,FB,C,Individual,Studio,2,2,Agoda,"1,650",14,"1,120","23,100",5%,"1,155","23,065",300, Refunded  ,19/11/2024,03/12/2024,92,Amy,Sales Executive,25,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Julie Schaefer,195-176-7502,Schaefer_Julie@hotmail.com,4,Gold,0,0,Cash,************2814,Check-Out,BB,A,Individual,Single Room,1, -   ,Booking.com,550,10,200,"5,500",5%,275,"5,425",300, Refunded  ,31/12/2024,10/01/2025,68,Leo,Sales Manager,15,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Ryan Armstrong,241-516-3748,Armstrong_Ryan@outlook.com,2,Platinum,0,0,Online Transfer,************4470,Check-Out,Undefined,C,Family,Studio,3, -   ,Agoda,"1,650",10,600,"16,500",10%,"1,650","15,450",300, Refunded  ,05/01/2024,15/01/2024,85.33,Derek,Sales Executive,25,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Denise Norris,646-585-8619,DeniseNorris55@verizon.com,3,Gold,0,0,Cash,************1318,Check-Out,Undefined,A,Family,Studio,3, -   ,Direct,"1,650",16,960,"26,400",5%,"1,320","26,040",300, Refunded  ,26/11/2024,12/12/2024,85.33,Derek,Sales Executive,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Christine Gomez,557-666-3845,ChristineGomez14@outlook.com,4,Platinum,0,0,Online Transfer,************5583,Check-Out,Undefined,A,Family,Single Room,1,1,Agoda,550,3,120,"1,650",10%,165,"1,605",300, Refunded  ,15/12/2024,18/12/2024,85.33,Leo,Sales Manager,15,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,April Stevens,235-207-0711,April.S56@zoho.com,5,Platinum,0,0,Cash,************1110,Check-Out,BB,A,Corporate,Studio,3, -   ,Booking.com,"1,650",14,840,"23,100",10%,"2,310","21,630",300, Refunded  ,26/01/2024,09/02/2024,44.1,Derek,Sales Executive,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Brian Martin,515-100-8351,BMartin84@verizon.com,5,Platinum,0,0,Credit Card,************1300,Check-Out,Undefined,C,Individual,Single Room,1, -   ,Direct,550,5,100,"2,750",10%,275,"2,575",300, Refunded  ,01/08/2024,06/08/2024,0,Amy,Sales Executive,15,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Michael Jimenez,758-354-3087,Michael_J30@yahoo.com,3,Gold,0,0,Cash,************9228,Check-Out,Undefined,A,Individual,Studio,3, -   ,Agoda,"1,650",5,300,"8,250",5%,413,"8,138",300, Refunded  ,13/01/2024,18/01/2024,85.33,Amy,Sales Executive,25,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Katherine Fleming,929-084-9669,Fleming_Katherine@zoho.com,3,Platinum,0,0,Online Transfer,************7494,Check-Out,Undefined,A,Family,Royal Suite ,3,2,Direct,"1,800",9,900,"16,200",10%,"1,620","15,480",300, Refunded  ,24/09/2024,03/10/2024,85.33,Derek,Sales Executive,30,Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Hunter Calhoun,415-262-6143,Hunter.Calhoun@hotmail.com,4,Platinum,0,0,Credit Card,************1875,Check-Out,FB,A,Family,Studio,3, -   ,Agoda,"1,650",2,120,"3,300",10%,330,"3,090",300, Refunded  ,04/08/2024,06/08/2024,19,Leo,Sales Manager,25,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Frank Yates,353-214-1160,Yates_Frank@outlook.com,4,Platinum,0,0,Credit Card,************6049,Check-Out,Undefined,A,Individual,Studio,3, -   ,Booking.com,"1,650",3,180,"4,950",10%,495,"4,635",300, Refunded  ,04/03/2024,07/03/2024,85.33,Amy,Sales Executive,25,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Karen Gonzalez,372-495-2941,Karen.G@gmail.com,4,Gold,0,0,Cash,************5018,Check-Out,Undefined,A,Corporate,Studio,3, -   ,Agoda,"1,650",13,780,"21,450",5%,"1,073","21,158",300, Refunded  ,21/12/2024,03/01/2025,85.33,Leo,Sales Manager,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Daniel Mccarthy,300-418-9956,Mccarthy_Daniel@aol.com,4,Platinum,0,0,Cash,************7871,Check-Out,Undefined,A,Family,Deluxe Room,2,2,Agoda,650,3,240,"1,950",10%,195,"1,995",300, Refunded  ,15/05/2024,18/05/2024,85.33,Leo,Sales Manager,20,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Jennifer Paul,490-702-1551,Paul.Jennifer@protonmail.com,4,Platinum,0,0,Cash,************7178,Check-Out,FB,A,Individual,Studio,3, -   ,Booking.com,"1,650",14,840,"23,100",10%,"2,310","21,630",300, Refunded  ,05/08/2024,19/08/2024,92,Amy,Sales Executive,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Kendra Hunter,995-845-5870,Kendra.Hunter11@xfinity.com,5,Platinum,0,0,Online Transfer,************9659,Check-Out,BB,A,Individual,Deluxe Room,2, -   ,Booking.com,650,2,80,"1,300",10%,130,"1,250",300, Refunded  ,20/04/2024,22/04/2024,46,Leo,Sales Manager,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Kathleen Hall,884-413-7529,KathleenHall62@gmail.com,2,Platinum,0,0,Credit Card,************8240,Check-Out,BB,D,Family,Studio,3, -   ,Direct,"1,650",11,660,"18,150",10%,"1,815","16,995",300, Refunded  ,01/05/2024,12/05/2024,58,Leo,Sales Manager,25,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Kyle Noble,459-599-2096,Kyle_Noble@outlook.com,3,Platinum,0,0,Online Transfer,************6764,Check-Out,BB,A,Family,Single Room,1,1,Agoda,550,8,320,"4,400",10%,440,"4,280",300, Refunded  ,05/04/2024,13/04/2024,46,Leo,Sales Manager,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Kathleen Reed,534-248-4050,KathleenReed@aol.com,3,Platinum,0,0,Credit Card,************1970,Check-Out,BB,D,Individual,Single Room,1, -   ,Agoda,550,3,60,"1,650",10%,165,"1,545",300, Refunded  ,22/02/2024,25/02/2024,58,Derek,Sales Executive,15,Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Stacy Reese,755-638-8239,Stacy_R@xfinity.com,4,Gold,0,0,Credit Card,************1835,Check-Out,BB,D,Corporate,Studio,3, -   ,Booking.com,"1,650",4,240,"6,600",5%,330,"6,510",300, Refunded  ,13/05/2024,17/05/2024,58,Amy,Sales Executive,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Brandon Norman,121-308-8469,Brandon.Norman71@hotmail.com,2,Gold,0,0,Cash,************3710,Check-Out,BB,E,Individual,Single Room,1, -   ,Agoda,550,2,40,"1,100",5%,55,"1,085",300, Refunded  ,01/03/2024,03/03/2024,70,Amy,Sales Executive,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Marcus Harrison,993-677-1501,Marcus_Harrison@verizon.com,2,Gold,0,0,Cash,************9313,Check-Out,BB,D,Individual,Deluxe Room,2,1,Direct,650,2,120,"1,300",5%,65,"1,355",300, Refunded  ,12/07/2024,14/07/2024,71,Derek,Sales Executive,20,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Christopher Castro,992-873-6384,Castro_Christopher75@zoho.com,5,Platinum,0,0,Credit Card,************4356,Check-Out,BB,D,Individual,Deluxe Room,2, -   ,Agoda,650,14,560,"9,100",10%,910,"8,750",300, Refunded  ,19/06/2024,03/07/2024,58,Derek,Sales Executive,20,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Colleen Wall,526-901-7666,Colleen_W@yandex.com,3,Gold,0,0,Online Transfer,************6951,Check-Out,BB,D,Individual,Single Room,1, -   ,Agoda,550,4,80,"2,200",5%,110,"2,170",300, Refunded  ,30/05/2024,03/06/2024,58,Leo,Sales Manager,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Heather Miller,265-184-8361,HMiller@yandex.com,5,Platinum,0,0,Credit Card,************9112,Check-Out,BB,A,Individual,Studio,3, -   ,Booking.com,"1,650",10,600,"16,500",10%,"1,650","15,450",300, Refunded  ,13/01/2024,23/01/2024,46,Derek,Sales Executive,25,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Angela Jones,750-606-7275,AJones@outlook.com,2,Platinum,0,0,Online Transfer,************4909,Check-Out,BB,A,Family,Studio,3,1,Booking.com,"1,650",14,"1,120","23,100",10%,"2,310","21,910",300, Refunded  ,17/11/2024,01/12/2024,46,Leo,Sales Manager,25,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Jason Heath,181-593-8953,Jason_Heath47@zoho.com,2,Platinum,0,0,Credit Card,************5008,Check-Out,BB,A,Family,Studio,3, -   ,Booking.com,"1,650",13,780,"21,450",10%,"2,145","20,085",300, Refunded  ,14/12/2024,27/12/2024,46,Amy,Sales Executive,25,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,Emily West,123-072-2415,EWest89@aol.com,3,Platinum,0,0,Cash,************4382,Check-Out,BB,D,Individual,Single Room,1, -   ,Agoda,550,6,120,"3,300",10%,330,"3,090",300, Refunded  ,20/10/2024,26/10/2024,58,Leo,Sales Manager,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Stephanie Terry,210-672-6649,Stephanie_Terry@att.com,3,Gold,0,0,Online Transfer,************3966,Check-Out,BB,D,Individual,Deluxe Room,2, -   ,Direct,650,10,400,"6,500",5%,325,"6,575",300, Refunded  ,27/12/2024,06/01/2025,58,Derek,Sales Executive,20,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Melinda Smith,226-764-4594,Melinda.S@yandex.com,5,Gold,0,0,Cash,************8038,Check-Out,FB,I,Family,Royal Suite ,3,2,Agoda,"1,800",10,"1,000","18,000",5%,900,"18,100",300, Refunded  ,12/01/2024,22/01/2024,122,Amy,Sales Executive,30,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Joseph Knight,562-187-8470,Joseph.K@yahoo.com,4,Gold,0,0,Cash,************5847,Check-Out,BB,A,Individual,Deluxe Room,2, -   ,Agoda,650,9,360,"5,850",5%,293,"5,918",300, Refunded  ,23/07/2024,01/08/2024,46,Derek,Sales Executive,20,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Jacqueline Lang,943-422-9056,Jacqueline_Lang@protonmail.com,5,Gold,0,0,Cash,************4467,Check-Out,BB,E,Family,Studio,3, -   ,Agoda,"1,650",16,960,"26,400",5%,"1,320","26,040",300, Refunded  ,07/04/2024,23/04/2024,70,Leo,Sales Manager,25,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Felicia Erickson,106-671-9295,Felicia.E@yandex.com,4,Gold,0,0,Cash,************1258,Check-Out,BB,A,Corporate,Studio,3, -   ,Booking.com,"1,650",3,180,"4,950",5%,248,"4,883",300, Refunded  ,30/08/2024,02/09/2024,46,Amy,Sales Executive,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Richard Ward,190-217-7341,RichardWard@yahoo.com,5,Platinum,0,0,Online Transfer,************4336,Check-Out,BB,A,Individual,Deluxe Room,2,2,Booking.com,650,10,800,"6,500",10%,650,"6,650",300, Refunded  ,27/06/2024,07/07/2024,46,Derek,Sales Executive,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Holly Reese,892-268-3337,Holly.Reese@mail.com,5,Platinum,0,0,Cash,************1550,Check-Out,BB,E,Individual,Deluxe Room,2, -   ,Booking.com,650,2,80,"1,300",10%,130,"1,250",300, Refunded  ,15/11/2024,17/11/2024,70,Leo,Sales Manager,20,Excellent
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Rachael Rhodes,845-823-3500,Rachael.Rhodes@att.com,2,Gold,0,0,Cash,************7186,Check-Out,BB,D,Individual,Single Room,1, -   ,Booking.com,550,7,140,"3,850",5%,193,"3,798",300, Refunded  ,17/08/2024,24/08/2024,87,Derek,Sales Executive,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Janet Harris,199-355-0103,Harris_Janet27@zoho.com,4,Platinum,0,0,Online Transfer,************3936,Check-Out,BB,D,Individual,Single Room,1, -   ,Direct,550,14,280,"7,700",10%,770,"7,210",300, Refunded  ,06/06/2024,20/06/2024,75,Derek,Sales Executive,15,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Erin Hahn,754-125-9918,Erin.Hahn@yandex.com,4,Gold,0,0,Online Transfer,************7162,Check-Out,BB,A,Family,Royal Suite ,3,2,Direct,"1,800",12,"1,200","21,600",5%,"1,080","21,720",300, Refunded  ,27/12/2024,08/01/2025,49.3,Amy,Sales Executive,30,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Keith Turner,408-716-8487,KTurner@zoho.com,4,Platinum,0,0,Credit Card,************3304,Check-Out,BB,A,Individual,Deluxe Room,2, -   ,Direct,650,2,80,"1,300",10%,130,"1,250",300, Refunded  ,27/07/2024,29/07/2024,52.2,Leo,Sales Manager,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Ashley James,538-672-5002,Ashley.J@protonmail.com,3,Platinum,0,0,Credit Card,************5789,Check-Out,BB,D,Individual,Single Room,1, -   ,Agoda,550,10,200,"5,500",10%,550,"5,150",300, Refunded  ,29/09/2024,09/10/2024,73,Amy,Sales Executive,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Matthew Houston,252-537-4852,Houston.Matthew@zoho.com,4,Gold,0,0,Credit Card,************9800,Check-Out,BB,D,Individual,Single Room,1, -   ,Agoda,550,15,300,"8,250",5%,413,"8,138",300, Refunded  ,17/12/2024,01/01/2025,80,Amy,Sales Executive,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Lindsay Jimenez,512-247-0129,LindsayJimenez@yahoo.com,3,Platinum,0,0,Online Transfer,************9811,Check-Out,BB,E,Individual,Deluxe Room,1,2,Direct,650,13,780,"8,450",10%,845,"8,385",300, Refunded  ,26/01/2024,08/02/2024,85,Leo,Sales Manager,20,Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Crystal Robinson,193-802-5510,CRobinson@zoho.com,4,Platinum,0,0,Online Transfer,************6635,Check-Out,BB,E,Individual,Deluxe Room,2, -   ,Direct,650,9,360,"5,850",10%,585,"5,625",300, Refunded  ,27/11/2024,06/12/2024,85.33,Amy,Sales Executive,20,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Bonnie Miller,386-644-4035,Miller_Bonnie31@mail.com,2,Platinum,0,0,Credit Card,************5973,Check-Out,BB,D,Individual,Deluxe Room,2, -   ,Agoda,650,12,480,"7,800",10%,780,"7,500",300, Refunded  ,29/03/2024,10/04/2024,79,Derek,Sales Executive,20,Poor
"Lexis Suites, Penang",North,Penang ,City Hotel ,James Frye,417-416-3189,James.F31@yandex.com,5,Platinum,0,0,Credit Card,************3945,Check-Out,BB,D,Individual,Deluxe Room,2, -   ,Direct,650,11,440,"7,150",10%,715,"6,875",300, Refunded  ,28/10/2024,08/11/2024,73,Derek,Sales Executive,20,Excellent
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Angel Yang,980-126-1811,AngelYang@outlook.com,4,Platinum,0,0,Credit Card,************4224,Check-Out,BB,A,Family,Deluxe Room,2,2,Agoda,650,11,880,"7,150",10%,715,"7,315",300, Refunded  ,29/02/2024,11/03/2024,52.2,Amy,Sales Executive,20,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Vanessa Spence,468-540-6667,VSpence@comcast.net,3,Gold,0,0,Credit Card,************9785,Check-Out,HB,G,Individual,Single Room,1, -   ,Agoda,550,14,280,"7,700",5%,385,"7,595",300, Refunded  ,05/01/2024,19/01/2024,178,Amy,Sales Executive,15,Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Kathleen Dixon,148-289-5899,KathleenDixon@outlook.com,3,Gold,0,0,Online Transfer,************2272,Check-Out,BB,D,Individual,Studio,3, -   ,Agoda,"1,650",3,180,"4,950",5%,248,"4,883",300, Refunded  ,30/04/2024,03/05/2024,52.2,Amy,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Jenna Martinez,750-037-3821,Jenna.Martinez@aol.com,4,Gold,0,0,Credit Card,************5328,Check-Out,BB,G,Family,Studio,3, -   ,Direct,"1,650",7,420,"11,550",5%,578,"11,393",300, Refunded  ,04/03/2024,11/03/2024,101.7,Leo,Sales Manager,25,Very Good
"Lexis Suites, Penang",North,Penang ,City Hotel ,Charles Frye,783-661-6551,CharlesFrye40@outlook.com,4,Platinum,0,0,Online Transfer,************5005,Check-Out,BB,A,Family,Studio,3,1,Direct,"1,650",7,560,"11,550",10%,"1,155","10,955",300, Refunded  ,11/01/2024,18/01/2024,40.76,Derek,Sales Executive,25,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Richard Johnson,353-806-5018,Johnson.Richard56@verizon.com,4,Platinum,0,0,Online Transfer,************3876,Check-Out,FB,A,Family,Studio,3, -   ,Agoda,"1,650",10,600,"16,500",10%,"1,650","15,450",300, Refunded  ,21/12/2024,31/12/2024,54,Derek,Sales Executive,25,Very Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Julie Cruz,609-967-7890,JCruz@yandex.com,3,Gold,0,0,Cash,************5136,Check-Out,FB,A,Individual,Single Room,1, -   ,Direct,550,15,300,"8,250",5%,413,"8,138",300, Refunded  ,15/09/2024,30/09/2024,54,Derek,Sales Executive,15,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Kevin Morales,768-921-7442,Kevin.Morales@zoho.com,2,Platinum,0,0,Online Transfer,************2427,Check-Out,BB,A,Individual,Single Room,1, -   ,Direct,550,12,240,"6,600",10%,660,"6,180",300, Refunded  ,25/11/2024,07/12/2024,41.33,Derek,Sales Executive,15,Poor
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Brittany Hess,424-881-1626,Brittany.Hess@yahoo.com,2,Platinum,0,0,Credit Card,************4208,Check-Out,BB,A,Family,Royal Suite ,3,2,Booking.com,"1,800",3,300,"5,400",10%,540,"5,160",300, Refunded  ,12/10/2024,15/10/2024,68,Leo,Sales Manager,30,Poor
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Jennifer Turner,182-223-1274,Turner.Jennifer@aol.com,5,Platinum,0,0,Online Transfer,************5177,Check-Out,BB,A,Individual,Single Room,1, -   ,Booking.com,550,3,60,"1,650",10%,165,"1,545",300, Refunded  ,03/05/2024,06/05/2024,47,Derek,Sales Executive,15,Excellent
"Lexis Suites, Penang",North,Penang ,City Hotel ,Stephen Garcia,438-039-0194,Garcia.Stephen@outlook.com,4,Gold,0,0,Online Transfer,************9987,Check-Out,BB,A,Individual,Single Room,1, -   ,Agoda,550,1,20,550,5%,28,543,300, Refunded  ,02/10/2024,03/10/2024,8,Amy,Sales Executive,15,Very Good
"The Hilton, Kuala Lumpur",Central,Kuala Lumpur,City Hotel ,Steven Smith,509-357-2113,Smith.Steven12@outlook.com,3,Gold,0,0,Online Transfer,************7794,Check-Out,BB,A,Corporate,Studio,3, -   ,Direct,"1,650",1,60,"1,650",5%,83,"1,628",300, Refunded  ,09/01/2024,10/01/2024,47,Derek,Sales Executive,25,Good
"Le Méridien, Sabah",East,Sabah,Resort Hotel ,Paul Vargas,734-340-4604,Paul.Vargas@protonmail.com,3,Gold,0,0,Credit Card,************1230,Check-Out,BB,A,Individual,Deluxe Room,1,2,Agoda,650,13,780,"8,450",5%,423,"8,808",300, Refunded  ,05/08/2024,18/08/2024,47,Amy,Sales Executive,20,Good
